Number,Age,Gender,Education,Country,Ethnicity,Alcohol,Cannabis
749,0.49788,0.48246,-1.7379,0.96082,-0.31685,CL2,CL6
750,0.49788,0.48246,1.98437,0.96082,-0.31685,CL5,CL0
751,0.49788,-0.48246,1.16365,0.96082,-0.31685,CL5,CL2
752,-0.07854,0.48246,-0.05921,0.96082,-0.31685,CL6,CL3
753,-0.07854,-0.48246,-0.61113,-0.28519,-0.31685,CL6,CL5
754,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL5,CL2
755,-0.07854,-0.48246,1.98437,0.96082,-0.31685,CL4,CL5
756,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL2
757,-0.95197,0.48246,1.16365,0.96082,0.126,CL5,CL2
758,-0.95197,0.48246,-0.61113,0.21128,-0.31685,CL6,CL6
759,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
760,-0.95197,-0.48246,1.98437,0.96082,-0.31685,CL6,CL3
761,-0.07854,-0.48246,0.45468,0.24923,-0.31685,CL6,CL3
762,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
763,-0.07854,0.48246,0.45468,-0.09765,-0.31685,CL6,CL6
764,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL3
765,-0.95197,-0.48246,-1.7379,0.96082,-0.31685,CL5,CL5
766,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
767,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL1
768,-0.07854,-0.48246,1.16365,-0.46841,-0.31685,CL6,CL6
769,-0.95197,0.48246,-0.05921,-0.57009,0.1144,CL4,CL6
770,-0.07854,-0.48246,0.45468,-0.09765,-0.31685,CL6,CL2
771,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL3
772,-0.95197,0.48246,1.16365,0.96082,-0.50212,CL0,CL0
773,1.09449,-0.48246,0.45468,0.96082,-0.31685,CL6,CL6
774,1.09449,0.48246,-0.05921,0.24923,-0.31685,CL1,CL6
775,-0.95197,-0.48246,-1.22751,-0.28519,-0.31685,CL4,CL4
776,-0.95197,0.48246,-0.61113,-0.28519,-0.31685,CL4,CL6
777,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL5
778,-0.95197,-0.48246,-0.61113,-0.57009,0.126,CL6,CL6
779,-0.95197,-0.48246,-0.61113,0.24923,-0.31685,CL4,CL6
780,1.09449,-0.48246,-1.22751,0.96082,-0.31685,CL5,CL6
781,-0.95197,0.48246,-0.05921,-0.57009,-0.31685,CL4,CL3
782,0.49788,-0.48246,-0.05921,-0.57009,-0.31685,CL6,CL5
783,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,CL3,CL4
784,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
785,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL3
786,-0.95197,-0.48246,1.16365,-0.57009,-0.31685,CL4,CL5
787,-0.95197,-0.48246,-0.05921,-0.28519,-0.31685,CL3,CL6
788,0.49788,-0.48246,-0.05921,-0.28519,-0.31685,CL6,CL2
789,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL0
790,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL3,CL5
791,-0.95197,-0.48246,0.45468,-0.09765,-0.31685,CL5,CL5
792,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL3
793,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL5,CL5
794,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL0
795,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL6,CL6
796,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
797,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
798,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL5
799,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL4
800,0.49788,0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
801,-0.95197,-0.48246,-0.61113,0.24923,-0.31685,CL4,CL4
802,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
803,-0.95197,-0.48246,-1.22751,0.21128,-0.31685,CL5,CL5
804,1.09449,0.48246,0.45468,-0.57009,-0.31685,CL6,CL4
805,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL2
806,-0.95197,0.48246,0.45468,0.24923,-0.31685,CL6,CL2
807,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL2,CL3
808,-0.95197,-0.48246,-1.43719,-0.09765,-0.31685,CL5,CL6
809,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL3
810,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,CL3,CL3
811,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL4
812,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,CL3,CL4
813,1.09449,0.48246,0.45468,-0.57009,-0.31685,CL6,CL3
814,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL5
815,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,CL3,CL2
816,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
817,-0.95197,-0.48246,-0.61113,0.24923,-0.31685,CL5,CL5
818,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL3,CL5
819,1.09449,-0.48246,1.98437,-0.09765,-0.31685,CL4,CL5
820,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL5,CL6
821,-0.95197,-0.48246,-0.61113,-0.09765,-0.50212,CL3,CL4
822,-0.95197,0.48246,0.45468,-0.57009,-0.31685,CL5,CL2
823,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL0
824,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
825,-0.95197,-0.48246,-0.61113,-0.28519,1.90725,CL5,CL6
826,-0.95197,-0.48246,0.45468,-0.09765,-0.31685,CL5,CL5
827,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,CL6,CL6
828,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
829,-0.95197,-0.48246,0.45468,-0.28519,-0.31685,CL6,CL3
830,-0.07854,0.48246,1.98437,-0.09765,-0.31685,CL5,CL3
831,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL4
832,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL5
833,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL3
834,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL6,CL6
835,1.09449,0.48246,1.98437,-0.57009,-0.31685,CL6,CL1
836,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL5,CL0
837,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,CL6,CL6
838,-0.95197,-0.48246,0.45468,-0.09765,-0.31685,CL4,CL4
839,1.09449,-0.48246,1.16365,-0.57009,-0.31685,CL3,CL2
840,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,CL4,CL4
841,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,CL6,CL3
842,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,CL5,CL5
843,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
844,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
845,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL3
846,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL4
847,0.49788,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL2
848,-0.95197,0.48246,-0.05921,0.24923,-0.31685,CL2,CL2
849,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,CL3,CL3
850,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,CL6,CL6
851,1.82213,-0.48246,1.16365,-0.57009,-0.31685,CL4,CL6
852,-0.95197,-0.48246,1.16365,-0.28519,-0.31685,CL5,CL5
853,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL0,CL6
854,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,CL2,CL2
855,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
856,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL4
857,-0.95197,-0.48246,-1.7379,0.24923,-0.22166,CL5,CL5
858,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,CL2,CL6
859,-0.95197,-0.48246,-0.05921,-0.57009,0.126,CL5,CL5
860,-0.07854,-0.48246,-1.43719,0.24923,-0.31685,CL4,CL4
861,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
862,-0.95197,0.48246,-0.61113,-0.28519,-0.50212,CL3,CL2
863,-0.07854,-0.48246,-0.61113,-0.28519,-0.31685,CL6,CL6
864,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL6,CL6
865,-0.95197,-0.48246,-0.61113,0.24923,-0.31685,CL0,CL6
866,-0.95197,-0.48246,-0.61113,0.21128,-0.31685,CL6,CL6
867,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL4
868,-0.95197,-0.48246,-0.61113,0.24923,-0.31685,CL5,CL4
869,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
870,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL5
871,1.09449,-0.48246,-0.05921,0.96082,-0.31685,CL3,CL3
872,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,CL6,CL2
873,-0.95197,-0.48246,1.16365,-0.57009,-0.31685,CL5,CL5
874,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL5,CL5
875,-0.95197,0.48246,-0.61113,0.96082,-0.31685,CL4,CL2
876,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL5,CL3
877,-0.95197,0.48246,-0.61113,-0.57009,0.1144,CL5,CL6
878,0.49788,-0.48246,-0.05921,-0.57009,0.1144,CL3,CL4
879,-0.07854,-0.48246,-0.61113,-0.09765,-0.31685,CL5,CL4
880,-0.95197,0.48246,0.45468,-0.57009,-0.31685,CL5,CL6
881,-0.07854,-0.48246,1.16365,-0.57009,-0.31685,CL6,CL3
882,-0.95197,0.48246,-2.43591,-0.57009,-0.31685,CL5,CL6
883,0.49788,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL4
884,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,CL2,CL2
885,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
886,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,CL5,CL5
887,-0.07854,-0.48246,-0.61113,-0.28519,-0.31685,CL4,CL5
888,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL4,CL5
889,-0.95197,-0.48246,0.45468,0.96082,-0.31685,CL6,CL5
890,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
891,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL4
892,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,CL4,CL4
893,-0.07854,-0.48246,-0.61113,0.21128,-0.31685,CL5,CL5
894,-0.07854,-0.48246,-0.61113,-0.28519,-0.31685,CL3,CL2
895,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL4
896,-0.07854,0.48246,-1.43719,0.96082,-0.31685,CL6,CL3
897,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL5,CL3
898,-0.95197,0.48246,-0.05921,0.96082,-0.31685,CL4,CL6
899,-0.07854,-0.48246,1.16365,-0.57009,-0.31685,CL5,CL6
900,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,CL6,CL6
901,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL4
902,-0.95197,-0.48246,0.45468,0.24923,-0.31685,CL5,CL4
903,-0.95197,-0.48246,-0.61113,0.96082,-1.10702,CL5,CL5
904,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL6,CL4
905,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,CL4,CL6
906,0.49788,0.48246,0.45468,-0.57009,-0.31685,CL6,CL2
907,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL2,CL6
908,-0.07854,-0.48246,-0.05921,-0.28519,-0.31685,CL5,CL6
909,0.49788,-0.48246,0.45468,-0.09765,-0.31685,CL4,CL1
910,-0.95197,-0.48246,-0.61113,-0.57009,0.1144,CL5,CL6
911,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,CL5,CL5
912,-0.07854,0.48246,-0.61113,-0.57009,0.1144,CL6,CL6
913,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL4,CL4
914,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL5
915,0.49788,-0.48246,0.45468,-0.57009,-0.31685,CL3,CL0
916,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
917,-0.07854,0.48246,-1.43719,-0.57009,-0.31685,CL5,CL6
918,-0.95197,-0.48246,-1.22751,-0.57009,-0.22166,CL6,CL4
919,-0.07854,-0.48246,-1.7379,-0.57009,-0.31685,CL4,CL3
920,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL3,CL4
921,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,CL6,CL6
922,0.49788,-0.48246,1.16365,0.96082,-0.31685,CL5,CL2
923,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL6,CL6
924,-0.95197,-0.48246,-2.43591,-0.09765,-0.31685,CL3,CL6
925,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL4
926,-0.07854,-0.48246,-1.22751,-0.57009,-0.31685,CL3,CL3
927,-0.95197,-0.48246,-1.7379,-0.57009,-0.31685,CL3,CL6
928,-0.95197,-0.48246,-0.05921,-0.57009,-0.31685,CL5,CL6
929,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL5
930,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
931,-0.95197,0.48246,-0.61113,0.96082,0.1144,CL4,CL6
932,0.49788,-0.48246,-1.7379,0.96082,-0.31685,CL3,CL6
933,-0.07854,0.48246,0.45468,-0.09765,-0.31685,CL4,CL2
934,-0.95197,0.48246,-1.43719,-0.57009,-0.31685,CL3,CL3
935,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL3
936,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
937,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL4,CL5
938,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL3,CL5
939,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL6,CL6
940,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL6
941,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL6,CL4
942,-0.07854,0.48246,-1.22751,-0.28519,-0.31685,CL5,CL5
943,-0.07854,-0.48246,-0.05921,-0.57009,0.1144,CL4,CL6
944,-0.95197,0.48246,-0.61113,-0.57009,0.126,CL3,CL6
945,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL3,CL3
946,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
947,-0.95197,-0.48246,-1.22751,-0.57009,-0.31685,CL4,CL6
948,-0.07854,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL3
949,-0.07854,0.48246,-1.22751,0.24923,-0.31685,CL2,CL2
950,0.49788,-0.48246,-0.05921,-0.57009,-0.31685,CL5,CL3
951,-0.95197,0.48246,0.45468,-0.57009,-0.31685,CL6,CL4
952,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
953,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
954,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL5,CL3
955,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL0,CL3
956,-0.95197,-0.48246,-0.05921,-0.57009,-0.31685,CL4,CL6
957,1.09449,-0.48246,0.45468,-0.57009,-0.31685,CL5,CL3
958,0.49788,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL6
959,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL5,CL6
960,-0.95197,0.48246,0.45468,-0.28519,-0.31685,CL5,CL0
961,1.09449,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL5
962,-0.95197,-0.48246,-0.05921,-0.09765,-0.31685,CL5,CL4
963,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL2
964,0.49788,-0.48246,-0.61113,0.96082,-0.31685,CL5,CL6
965,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
966,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL5,CL6
967,-0.95197,-0.48246,1.16365,0.96082,-0.31685,CL5,CL6
968,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL4,CL4
969,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL5
970,-0.95197,-0.48246,-0.61113,-0.57009,-1.10702,CL6,CL5
971,1.82213,-0.48246,1.98437,-0.28519,0.1144,CL6,CL3
972,0.49788,0.48246,0.45468,0.24923,-0.31685,CL5,CL6
973,-0.07854,-0.48246,-0.61113,0.24923,-0.31685,CL6,CL6
974,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL4
975,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
976,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
977,2.59171,-0.48246,1.16365,-0.57009,-0.31685,CL1,CL1
978,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL0,CL6
979,0.49788,0.48246,1.16365,0.96082,-0.31685,CL5,CL3
980,1.09449,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
981,-0.07854,0.48246,1.98437,-0.57009,-0.50212,CL4,CL6
982,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL4,CL6
983,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL5
984,-0.07854,0.48246,0.45468,-0.57009,-0.31685,CL5,CL5
985,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
986,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL5,CL6
987,-0.95197,-0.48246,-0.05921,-0.57009,-0.31685,CL5,CL6
988,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
989,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
990,-0.07854,-0.48246,0.45468,-0.57009,-0.31685,CL5,CL4
991,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
992,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,CL5,CL6
993,1.82213,-0.48246,-0.05921,-0.28519,-0.31685,CL3,CL4
994,-0.07854,-0.48246,0.45468,0.96082,-0.31685,CL5,CL5
995,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
996,-0.95197,-0.48246,1.16365,-0.28519,-0.31685,CL5,CL6
997,-0.95197,-0.48246,1.16365,0.96082,-0.31685,CL5,CL4
998,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL6,CL2
999,-0.07854,0.48246,1.98437,-0.57009,-0.31685,CL3,CL6
1000,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL3
1001,-0.95197,-0.48246,-1.7379,-0.46841,-0.31685,CL5,CL4
1002,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
1003,1.09449,0.48246,-0.61113,-0.28519,-0.31685,CL4,CL6
1004,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL3,CL4
1005,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,CL5,CL6
1006,-0.95197,-0.48246,-1.22751,-0.57009,-0.22166,CL5,CL5
1007,-0.95197,0.48246,-1.22751,-0.57009,-0.31685,CL3,CL0
1008,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL4
1009,1.09449,-0.48246,1.16365,-0.28519,-0.31685,CL6,CL3
1010,-0.95197,0.48246,-1.22751,0.96082,-0.31685,CL5,CL3
1011,1.09449,-0.48246,0.45468,-0.57009,-0.31685,CL6,CL3
1012,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
1013,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL4
1014,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL5
1015,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL3
1016,1.09449,-0.48246,0.45468,-0.57009,-0.31685,CL1,CL4
1017,-0.95197,-0.48246,-0.05921,-0.28519,-0.31685,CL6,CL6
1018,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
1019,-0.95197,0.48246,-1.22751,0.96082,-0.31685,CL5,CL3
1020,-0.07854,-0.48246,-1.22751,-0.28519,-0.31685,CL0,CL6
1021,0.49788,0.48246,-0.61113,-0.57009,-0.31685,CL3,CL5
1022,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,CL6,CL6
1023,-0.95197,0.48246,-0.61113,0.96082,-0.31685,CL5,CL2
1024,-0.95197,-0.48246,-1.22751,-0.09765,-0.31685,CL5,CL5
1025,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL5
1026,-0.95197,0.48246,-1.22751,-0.57009,0.1144,CL4,CL3
1027,-0.95197,0.48246,0.45468,-0.57009,-0.31685,CL5,CL4
1028,1.09449,-0.48246,1.98437,-0.57009,-0.31685,CL2,CL2
1029,0.49788,0.48246,0.45468,-0.57009,-0.50212,CL5,CL3
1030,-0.95197,0.48246,1.16365,-0.57009,-0.31685,CL5,CL6
1031,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
1032,-0.95197,-0.48246,-0.61113,-0.09765,-0.31685,CL3,CL6
1033,-0.07854,-0.48246,-0.61113,0.96082,-0.31685,CL3,CL2
1034,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
1035,-0.95197,0.48246,-0.61113,0.96082,-0.31685,CL6,CL6
1036,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL6,CL3
1037,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
1038,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL4
1039,0.49788,0.48246,1.16365,-0.57009,-0.31685,CL6,CL6
1040,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL3
1041,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL6,CL6
1042,0.49788,0.48246,1.16365,0.96082,-0.31685,CL6,CL1
1043,0.49788,-0.48246,0.45468,0.96082,-0.31685,CL6,CL0
1044,-0.07854,-0.48246,-0.61113,-0.28519,-0.31685,CL5,CL5
1045,-0.07854,0.48246,1.16365,0.96082,-0.31685,CL6,CL3
1046,-0.95197,-0.48246,-0.61113,0.96082,-0.31685,CL6,CL5
1047,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL5,CL3
1048,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL3
1049,-0.95197,-0.48246,1.16365,0.96082,-0.31685,CL6,CL6
1050,-0.95197,-0.48246,-0.05921,0.96082,-0.31685,CL5,CL5
1051,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL5
1052,-0.07854,-0.48246,1.98437,-0.28519,-0.31685,CL5,CL5
1053,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
1054,-0.95197,-0.48246,-1.22751,0.24923,-0.31685,CL6,CL5
1055,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
1056,-0.07854,-0.48246,-1.7379,0.96082,-0.31685,CL6,CL4
1057,-0.07854,0.48246,-0.61113,-0.57009,-0.31685,CL4,CL5
1058,0.49788,0.48246,-1.22751,-0.57009,-0.31685,CL4,CL4
1059,-0.95197,-0.48246,0.45468,-0.57009,-0.31685,CL5,CL6
1060,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL5
1061,1.09449,0.48246,1.16365,-0.28519,-0.31685,CL5,CL1
1062,-0.95197,0.48246,-1.22751,-0.57009,0.1144,CL2,CL0
1063,-0.95197,0.48246,0.45468,-0.57009,1.90725,CL5,CL4
1064,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL5,CL6
1065,-0.07854,-0.48246,1.16365,-0.28519,0.1144,CL5,CL6
1066,-0.95197,-0.48246,-0.61113,-0.57009,-0.31685,CL4,CL6
1067,0.49788,0.48246,-1.43719,0.24923,-0.31685,CL5,CL2
1068,0.49788,-0.48246,0.45468,0.24923,-0.31685,CL3,CL0
1069,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,CL6,CL6
1070,-0.07854,0.48246,1.98437,0.96082,-0.31685,CL6,CL2
1071,-0.07854,0.48246,1.16365,-0.28519,-0.22166,CL6,CL2
1072,-0.95197,-0.48246,1.16365,0.96082,-0.31685,CL5,CL2
1073,-0.95197,-0.48246,-0.61113,0.21128,-0.31685,CL5,CL3
1074,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL2,CL0
1075,0.49788,0.48246,1.98437,0.96082,-0.31685,CL5,CL0
1076,0.49788,-0.48246,-1.22751,0.96082,-0.31685,CL6,CL2
1077,-0.95197,-0.48246,-1.43719,0.96082,-0.31685,CL3,CL6
1078,0.49788,0.48246,-0.05921,0.24923,-0.31685,CL4,CL1
1079,-0.07854,0.48246,0.45468,-0.57009,-0.31685,CL3,CL3
1080,1.09449,-0.48246,-0.05921,0.96082,-0.31685,CL4,CL0
1081,0.49788,0.48246,-0.05921,0.96082,-0.31685,CL4,CL1
1082,-0.07854,0.48246,1.16365,0.96082,0.1144,CL6,CL0
1083,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL5,CL0
1084,-0.95197,-0.48246,1.16365,0.96082,-0.31685,CL5,CL2
1085,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL6,CL0
1086,-0.95197,0.48246,0.45468,0.96082,-0.31685,CL5,CL2
1087,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL6,CL0
1088,0.49788,-0.48246,-0.05921,0.24923,-0.31685,CL6,CL3
1089,-0.95197,0.48246,1.16365,-0.28519,-0.31685,CL3,CL0
1090,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL6,CL2
1091,-0.07854,0.48246,1.16365,-0.57009,-0.31685,CL6,CL0
1092,-0.07854,0.48246,0.45468,0.96082,-0.31685,CL6,CL5
1093,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL5,CL0
1094,1.09449,0.48246,-1.7379,0.96082,-0.31685,CL4,CL3
1095,-0.95197,-0.48246,0.45468,-0.09765,-0.31685,CL3,CL3
1096,-0.07854,0.48246,0.45468,-0.09765,-0.31685,CL6,CL4
1097,0.49788,-0.48246,1.16365,0.96082,-0.50212,CL5,CL0
1098,-0.07854,-0.48246,1.16365,0.96082,-0.31685,CL5,CL2
1099,-0.95197,-0.48246,-1.22751,0.96082,-0.31685,CL5,CL5
1100,-0.07854,-0.48246,-0.61113,-0.57009,-0.31685,CL3,CL6
1101,-0.95197,0.48246,-0.61113,-0.57009,-0.31685,CL4,CL5
1102,-0.95197,0.48246,1.16365,0.96082,-0.31685,CL5,CL5
1103,-0.95197,-0.48246,-0.61113,-0.28519,-0.31685,CL6,CL5
1104,-0.95197,0.48246,0.45468,-0.57009,-0.31685,CL5,CL6
1105,-0.95197,0.48246,1.16365,-0.28519,-0.31685,CL6,CL6
